Season,Episode,Month,Day,Year,Title,Directed By,Written By,Duration,Summary,U.S. Viewers,Rating
6,25,5,18,2000,The One with the Proposal,Kevin S. Bright,Shana Goldberg-Meehan & Scott SilveriAndrew Reich & Ted Cohen,60.0,"Chandler's plan to propose to Monica at dinner is interrupted by Richard. Joey accidentally buys a boat at a silent auction. Ross and Elizabeth's relationship comes to a crossroad. Chandler continues to pretend to hate the idea of marriage, unaware Richard wants Monica back. Meanwhile, Rachel and Phoebe discuss their 'back-up' plans.",30700000.0,0.625
7,1,10,12,2000,The One with Monica's Thunder,Kevin S. Bright,"Story by : Wil Calhoun
Teleplay by : David Crane & Marta Kauffman",22.0,"The gang celebrate Monica and Chandler's engagement, however Ross and Rachel upstage them by briefly reuniting. Joey tries to dress and act like a nineteen-year-old for an audition.",25540000.0,0.6148148148148148
7,2,10,12,2000,The One with Rachel's Book,Michael Lembeck,Andrew Reich & Ted Cohen,22.0,"Monica learns her parents have spent her entire wedding fund. Phoebe temporarily moves into Ross's apartment, bringing her massage clients with her. Joey mocks Rachel when he finds an erotic novel she is reading.",27930000.0,0.6428571428571429
7,3,10,19,2000,The One with Phoebe's Cookies,Gary Halvorson,Sherry Bilsing & Ellen Plummer,22.0,"Monica tries to figure out Phoebe's grandmother's secret cookie recipe. Meanwhile, Rachel tries to teach Joey how to sail, and Chandler has an awkward encounter when he tries to bond with Jack.",22700000.0,0.608
7,4,10,26,2000,The One with Rachel's Assistant,David Schwimmer,Brian Boyle,22.0,"Chaos ensues when Monica and Chandler decide to share each other's secrets. Rachel gets a promotion and interviews for an assistant. Joey is offered the chance to go back on ""Days of Our Lives"".",22660000.0,0.6124999999999999
7,5,11,2,2000,The One with the Engagement Picture,Gary Halvorson,"Story by : Earl Davis
Teleplay by : Patty Lin",22.0,"Chandler struggles to photograph well for his and Monica's engagement picture. Joey teaches Tag how to pick up women, much to Rachel's annoyance. Phoebe and Ross date a couple who are divorcing.",24430000.0,0.6333333333333333
7,6,11,9,2000,The One with the Nap Partners,Gary Halvorson,Brian Buckner & Sebastian Jones,22.0,"Joey and Ross accidentally take a nap together - and much to their dismay, find that they like it. Phoebe and Rachel compete to become Monica's maid of honor.",22010000.0,0.6590909090909091
7,7,11,16,2000,The One with Ross's Library Book,David Schwimmer,Scott Silveri,22.0,"Ross and Chandler discovers that Ross's book is in the section of the library where students go to have sex. Monica and Chandler run into Janice and she immediately invites herself to the wedding. They try to avoid her. Meanwhile, Rachel and Phoebe befriend Joey's girlfriend.",23730000.0,0.628
7,8,11,23,2000,The One Where Chandler Doesn't Like Dogs,Kevin S. Bright,Patty Lin,22.0,"Ross struggles to name all 50 states in a game. Joey compromises Rachel's chances with her crush, Tag, during Thanksgiving dinner. Phoebe sneaks a dog into the apartment, making Chandler extremely nervous.",16570000.0,0.5052631578947369
7,9,12,7,2000,The One with All the Candy,David Schwimmer,Wil Calhoun,22.0,"Monica makes candy to get to know her neighbours, Rachel and Tag try to hide their relationship at work and Ross buys Phoebe a bike.",21080000.0,0.6181818181818182
7,10,12,14,2000,The One with the Holiday Armadillo,Gary Halvorson,Gregory S. Malins,22.0,"Ross wants to introduce Ben to Hanukkah. In order to entice Rachel to move back into their refurbished apartment, Phoebe must drive a wedge between Rachel and current roomie Joey.",23260000.0,0.6291666666666667
7,11,1,4,2001,The One with All the Cheesecakes,Gary Halvorson,Shana Goldberg-Meehan,22.0,Chandler refuses to give back a cheesecake accidentally delivered to his apartment; Phoebe gets angry with Joey when he blows off dinner with her for a date.,24370000.0,0.625
7,12,1,11,2001,The One Where They're Up All Night,Kevin S. Bright,Zachary Rosenblatt,22.0,"After the gang head up to the roof to see a passing comet, separate events unfold that lead to them all having a sleepless night.",22860000.0,0.6434782608695653
7,13,2,1,2001,The One Where Rosita Dies,Stephen Prime,"Story by : Ellen Plummer & Sherry Bilsing
Teleplay by : Brian Buckner & Sebastian Jones",22.0,Rachel breaks Joey's armchair. Phoebe takes a temp job in a call centre. Ross and Monica find out their parents are selling their childhood home.,22240000.0,0.6454545454545454
7,14,2,8,2001,The One Where They All Turn Thirty,Ben Weiss,"Story by : Vanessa McCarthy
Teleplay by : Ellen Plummer & Sherry Bilsing",22.0,Rachel's 30th birthday prompts the rest of the gang to reminisce about their own 30th celebrations.,22400000.0,0.6619047619047619
7,15,2,15,2001,The One with Joey's New Brain,Kevin S. Bright,"Story by : Sherry Bilsing & Ellen Plummer
Teleplay by : Andrew Reich & Ted Cohen",22.0,"Joey gets an opportunity to rejoin ""Days of Our Lives"" when his comatose character is implanted with the brain of a female character. Joey approaches her to get some advice on how to play her character, but she's unaware that she's being written out of the show and freaks out at Joey. Later, she tries to give him some pointers, and they end up spending the night together. Ross tells Chandler and Monica that he has a surprise for their wedding, which turns out to be him playing the bagpipes - terribly, as it turns out. Rachel and Phoebe have their eye on a guy at the coffee house and when he leaves his cellphone, they see it as an opportunity to hook up with him; the only problem is who will it be?",21750000.0,0.6363636363636364
7,16,2,22,2001,The One with the Truth About London,David Schwimmer,"Story by : Brian Buckner & Sebastian Jones
Teleplay by : Zachary Rosenblatt",22.0,"Chandler is shocked to find out who Monica really wanted to sleep with the night they first got together. Meanwhile, Rachel gets into trouble with Ross when she teaches Ben practical jokes.",21220000.0,0.6523809523809524
7,17,3,15,2001,The One with the Cheap Wedding Dress,Kevin S. Bright,"Story by : Brian Buckner & Sebastian Jones
Teleplay by : Andrew Reich & Ted Cohen",22.0,"Monica takes the other girls to an overpriced store to choose her wedding dress, briefing them as if they were in the military since bargain-hunters are far more ruthless then Rachel can usually handle. The worst shopper is Megan: she grabs the dress Monica wants, then blackmails her over booking the swing band that's the only thing Chandler really wants for the wedding. Meanwhile, Ross and Joey independently meet and date Kristen while helping her move in. The rivals agree to let her choose after one date with each, but they get so carried away cheating on the deal that she runs off altogether.",20840000.0,0.6043478260869566
7,18,3,29,2001,The One with Joey's Award,Gary Halvorson,"Story by : Sherry Bilsing & Ellen Plummer
Teleplay by : Brian Boyle",22.0,Joey is nominated for a Soapy Award for his part on Days of Our Lives and Rachel is his date to the ceremony. Joey doesn't win the award but takes someone else's award home. Rachel convinces him to take it back because he can't be happy with an award he didn't win. One of Ross' students failed the midterms because he is in love with Ross and can't concentrate in class so Ross changes his grade. But now more students come to Ross pretending to be in love with him in order to get a better grade. When Rachel and Joey take the Soapy back the real winner just throws it away saying it's not good enough for her so Joey takes it back home. Monica really loves Chandler but it scares her that she will never have the rush of the beginning of meeting someone new again. Chandler reassures her and she realizes she is going to have a lot of new things with Chandler as well.,17810000.0,0.6368421052631579
7,19,4,19,2001,The One with Ross and Monica's Cousin,Gary Halvorson,Andrew Reich & Ted Cohen,22.0,Joey auditions for a naked role in a big movie; Rachel and Phoebe plan Monica's wedding shower; Ross becomes attracted to his cousin after she visits.,16550000.0,0.6
7,20,4,26,2001,The One with Rachel's Big Kiss,Gary Halvorson,Scott Silveri & Shana Goldberg-Meehan,22.0,Rachel's college friend can't remember a scandalous kiss from the past; Chandler and Ross argue for possession of Val Kilmer's tuxedo.,16300000.0,0.5736842105263158
7,21,5,3,2001,The One with the Vows,Gary Halvorson,Doty Abrams,22.0,"Monica and Chandler are getting married in four weeks and have to write their vows, but neither has a clue what to say, so they reflect on their past.",15650000.0,0.5941176470588235
7,22,5,10,2001,The One with Chandler's Dad,Kevin S. Bright & Gary Halvorson,"Story by : Gregory S. Malins
Teleplay by : Brian Buckner & Sebastian Jones",22.0,Ross and Rachel hit the freeway together when Monica's Porsche shows up again; Chandler and Monica go off to Vegas to find Chandler's estranged dad.,17230000.0,0.5428571428571429
7,24,5,17,2001,The One with Monica and Chandler's Wedding,Kevin S. Bright,Gregory S. MalinsMarta Kauffman & David Crane,44.0,"So close to the wedding, Chandler suddenly realizes the overwhelming meaning of getting married. Meanwhile, Joey acts opposite a famous actor in a movie, but can't bring himself to tell him that he spits when he says his lines. Ross tries to find Chandler with Phoebe's help. Meanwhile Rachel tries to hinder Monica.",30050000.0,0.6032258064516128
8,1,9,27,2001,"The One After ""I Do""",Kevin S. Bright,David Crane & Marta Kauffman,22.0,The gang learns that Rachel is pregnant; Joey tries to impress a Broadway director who's dating Chandler's mom; Chandler's shoes make it hard for him to dance.,31700000.0,0.6290322580645161
8,2,10,4,2001,The One with the Red Sweater,David Schwimmer,Dana Klein Borkow,22.0,"Monica, Phoebe and Joey advise Rachel to tell the father about the pregnancy. Chandler and Ross lose the wedding photos.",30040000.0,0.6096774193548387
8,3,10,11,2001,The One Where Rachel Tells...,Sheldon Epps,Sherry Bilsing & Ellen Plummer,22.0,"Even on their honeymoon, Monica is pushy, and is annoyed that Chandler won't jump the line at the airport check-in - especially after the couple in front of them, also on their honeymoon, get bumped up to first class. They try to sneak into the first-class lounge, but are caught - but she at least manages to steal an orange. Joey and Phoebe find that Monica and Chandler have tricked them out of the keys to the master apartment; Joey hopes a false gas leak alert will make super Treeger use his key, but he makes a fireman use an axe, and the wrecked door calls for a big lie. Rachel is finally ready to tell who the father is - the others say they already know, except daddy Ross, who thinks she just wants another passionate night with him. After blaming everything on the condom manufacturer - as neither he nor Joey ever read the notice they are only 97% effective - Ross promises Rachel full support, and of course proposes - which she turns down, as they aren't in love. She refuses to admit she won't cope on her own, although she can't even see their baby on the first ultrasound.",29200000.0,0.6884615384615385
8,4,10,18,2001,The One with the Videotape,Kevin S. Bright,Scott Silveri,22.0,"Ross and Rachel tell everyone about the night they were together. They have two different stories of how it happened until Ross accidentally reveals that he videotaped it. Not surprisingly, everyone wants to see it.",25580000.0,0.64
8,5,10,25,2001,The One with Rachel's Date,Gary Halvorson,Brian Buckner & Sebastian Jones,22.0,"Phoebe dates Monica's sous-chef Tim and Monica doesn't fire him for Phoebe's sake. When Phoebe decides to dump Tim, Monica can finally fire him. Rachel has a date with Kash, a co-star on Days of Our Lives. Ross thinks it's weird because whoever takes Rachel out, takes his baby out too. He always pictured that his next child would grow up in a happy family. Rachel's date was terrible because she made the mistake of mentioning she was pregnant. Ross reassures her it isn't so bad because when she has the baby she will love someone more than she ever loved anyone.",25640000.0,0.644
8,6,11,1,2001,The One with the Halloween Party,Gary Halvorson,Mark Kunerth,22.0,"Monica and Chandler decide to throw a Halloween party; Phoebe runs into Ursula and her fiancée, who knows nothing about the ""real"" Ursula.",26960000.0,0.672
8,7,11,8,2001,The One with the Stain,Kevin S. Bright,R. Lee Fleming Jr.,22.0,"Chandler hires a maid, whom Monica suspects is stealing her clothing; Eric has trouble forgetting Ursula when he breaks up with her to date Phoebe.",24240000.0,0.6608695652173913
8,8,11,15,2001,The One with the Stripper,David Schwimmer,Andrew Reich & Ted Cohen,22.0,"Chandler finds out that Monica had a bachelorette party with a stripper, even though they promised not to have bachelor/bachelorette parties. Rachel takes Phoebe along to dinner with Rachel's dad, because she is afraid her dad will be really angry when she tells him she's pregnant. Mr. Green is delighted to hear he will be a grandfather, but freaks out when he finds out that Rachel isn't getting married - so she just tells him that Ross won't marry her. Monica feels bad about having had a bachelorette party, so she organizes a bachelor party including a stripper for Chandler. Joey is the only ""guest"", because Ross has a date with Mona that night, and Chandler is embarrassed and doesn't really want to have the party at all. The stripper arrives, but turns out to be a hooker. Mr. Green goes to see Ross to yell at him - but unfortunately for Ross, Mona is there, too, so they both start yelling at him. Rachel explains everything to her dad and to Mona, who makes up with Ross.",26540000.0,0.644
8,9,11,22,2001,The One with the Rumor,Gary Halvorson,Shana Goldberg-Meehan,22.0,"Monica invites Will, an old school friend of her and Ross over for Thanksgiving dinner, unaware he isn't too fond of Rachel.",24240000.0,0.508
8,10,12,6,2001,The One with Monica's Boots,Kevin S. Bright,"Story by : Robert Carlock
Teleplay by : Brian Buckner & Sebastian Jones",22.0,"Monica's expensive new boots hurt her feet, but she's determined to prove to Chandler that her purchase was worth it; Ben goes to school with Sting's son.",22440000.0,0.6086956521739131
8,11,12,13,2001,The One with Ross's Step Forward,Gary Halvorson,Robert Carlock,22.0,"Joey wants to take Rachel to dinner on a pretend date to practice his dating skills, but soon develops romantic feelings for her; Monica, Phoebe, and Chandler are addicted to Mrs. Pacman.",23850000.0,0.596
8,12,1,10,2002,The One Where Joey Dates Rachel,David Schwimmer,Sherry Bilsing-Graham & Ellen Plummer,22.0,"Joey wants to take Rachel to dinner on a pretend date to practice his dating skills, but soon develops romantic feelings for her; gang addicted to Mrs. Pacman.",25530000.0,0.6708333333333334
8,13,1,17,2002,The One Where Chandler Takes a Bath,Ben Weiss,Vanessa McCarthy,22.0,Monica turns Chandler on to the concept of taking a bath to relax; Ross and Rachel toss baby names around while deciding whether to learn the baby's sex.,29240000.0,0.6481481481481481
8,14,1,31,2002,The One with the Secret Closet,Kevin S. Bright,Brian Buckner & Sebastian Jones,22.0,"Chandler's very curious about a locked closet, but Monica won't tell him what is inside.",28640000.0,0.6357142857142858
8,15,2,7,2002,The One with the Birthing Video,Kevin S. Bright,Dana Klein Borkow,22.0,"During Valentine's Day, Chandler discovers the miracle of birth seeing an extremely graphic video.",28640000.0,0.6357142857142858
8,16,2,28,2002,The One Where Joey Tells Rachel,Ben Weiss,Andrew Reich & Ted Cohen,22.0,"Ross freaks out when Joey tells him that he is in love with Rachel because Ross is afraid that they will get married and raise his kid together. Phoebe dates a guy called Don, who she thinks is Monica's soul-mate and introduces Don to Monica to see what will happen. Monica and Don get along perfectly. Ross goes to tell Joey that he doesn't hate him and Joey promises to never act on his feelings for Rachel because he won't jeopardize his friendship to Ross. But when Ross realizes that Joey really is in love for the first time he tells Joey to tell Rachel. When Joey tells Rachel it is clear that she doesn't feel the same way about Joey and they both start crying.",27520000.0,0.6444444444444444
8,17,3,7,2002,The One with the Tea Leaves,Gary Halvorson,"Story by : R. Lee Fleming Jr.
Teleplay by : Steven Rosenhaus",22.0,"Chandler and Monica are happy together - their worst problem is his habit to put CDs in the wrong box and their different taste in music. Rachel is desperate to get back on good terms with Joey, so she takes Monica's advice to change the subject to something work-related. However in another uncomfortable conversation she manages to convince Joey that her boss, Mr. Zelner, wants to buy her baby. When Phoebe resumes reading tea leaves, she sees that she'll meet the man of her dreams soon, and takes that to be Jim, who she keeps bumping into. However she soon finds he isn't quite that nice, and may be too crazy even for her! Ross is determined to get his favorite pink ('light salmon shade') shirt back from Mona's, so he sneaks in with the key, and dives behind the couch when she enters with a studly new lover...",26300000.0,0.652
8,18,3,28,2002,The One in Massapequa,Gary Halvorson,"Story by : Peter Tibbals
Teleplay by : Mark Kunerth",22.0,Everyone prepares for the Gellers' 35th wedding anniversary in Long Island; Monica struggles to prepare the perfect toast; Phoebe invites her new boyfriend Parker.,22050000.0,0.5956521739130435
8,19,4,4,2002,The One with Joey's Interview,Gary Halvorson,Doty Abrams,22.0,"Joey prepares for his epic interview with Soap Opera Digest, reminiscing about his past acting experiences, his friends and his romantic life.",22590000.0,0.6124999999999999
8,20,4,25,2002,The One with the Baby Shower,Kevin S. Bright,Sherry Bilsing-Graham & Ellen Plummer,22.0,"Monica and Phoebe throw Rachel a baby shower but forget to invite Rachel's mom. Rachel realizes she has no idea how to look after the baby after the birth. Meanwhile, Joey auditions for a job as a host for a new game show called ""Bamboozled"", and Chandler and Ross help him practice.",22240000.0,0.6260869565217392
8,21,5,2,2002,The One with the Cooking Class,Gary Halvorson,"Story by : Dana Klein Borkow
Teleplay by : Brian Buckner & Sebastian Jones",22.0,"Monica's restaurant get a bad review. After confronting the critic who wrote it, she decides to join a cooking class, with Joey in tow. Rachel gets jealous when Ross hits it off with a woman at the baby department store.",23970000.0,0.616
8,22,5,9,2002,The One Where Rachel Is Late,Gary Halvorson,Shana Goldberg-Meehan,22.0,Monica and Phoebe bet on when Rachel's baby will be born as the due date comes and goes as Rachel becomes extremely irritable; Chandler falls asleep at Joey's big movie premiere.,24320000.0,0.5923076923076923
8,24,5,16,2002,The One Where Rachel Has a Baby,Kevin S. Bright,Scott SilveriMarta Kauffman & David Crane,44.0,"Ross and Rachel go to the hospital to have their baby, but it's a long labor. They get stuck in a semi-private room, and many other couples come and go before Rachel is ready to deliver - the last couple being Janice and her new husband. Chandler and Monica decide to start trying to have a baby.",34910000.0,0.6205882352941177
9,1,9,26,2002,The One Where No One Proposes,Kevin S. Bright,Sherry Bilsing-Graham & Ellen Plummer,22.0,Rachel thinks that Joey has proposed to her. Monica and Chandler begin trying to have a baby.,34010000.0,0.6548387096774194
9,2,10,3,2002,The One Where Emma Cries,Sheldon Epps,Dana Klein Borkow,22.0,"Chandler, having trouble getting enough sleep at home, falls asleep in a meeting and accidentally agrees to run his company's Tulsa office.",28930000.0,0.6285714285714287
9,3,10,10,2002,The One with the Pediatrician,Roger Christiansen,Brian Buckner & Sebastian Jones,22.0,"Joey arranges a blind date for Phoebe. Chandler is leaving for Tulsa without Monica, because she has got a great job offer.",26630000.0,0.6384615384615385
9,4,10,17,2002,The One with the Sharks,Ben Weiss,Andrew Reich & Ted Cohen,22.0,Monica thinks Chandler is aroused by shark documentaries.,25820000.0,0.644
9,5,10,31,2002,The One with Phoebe's Birthday Dinner,David Schwimmer,Scott Silveri,22.0,"Phoebe will celebrate her birthday by having a dinner with her friends at a fancy restaurant. But everybody is late to the dinner, due to a series of problems.",24460000.0,0.624
9,6,11,7,2002,The One with the Male Nanny,Kevin S. Bright,David Crane & Marta Kauffman,22.0,"Looking for a new nanny, Ross and Rachel hire a male nanny named Sandy. Monica tells Chandler that a guy at work is the funniest guy she has ever met.",27510000.0,0.6538461538461539
9,7,11,14,2002,The One with Ross's Inappropriate Song,Gary Halvorson,Robert Carlock,22.0,"Ross finds a way to make Emma laugh - singing ""Baby Got Back."" Meanwhile, Phoebe meets Mike's parents, and Joey and Chandler find a video tape in Richard's apartment.",25350000.0,0.632
9,8,11,21,2002,The One with Rachel's Other Sister,Kevin S. Bright,Shana Goldberg-Meehan,22.0,Rachel's middle sister shows up at Thanksgiving and causes arguments amongst the gang.,26760000.0,0.6538461538461539
9,9,12,5,2002,The One with Rachel's Phone Number,Ben Weiss,Mark Kunerth,22.0,"Rachel is ready to start hanging out again. She and Phoebe go to a bar, where they meet two guys.",25430000.0,0.6583333333333333
9,10,12,12,2002,The One with Christmas in Tulsa,Kevin S. Bright,Doty Abrams,22.0,"Chandler must spend Christmas in Tulsa, which Monica thinks he might have an affair with a former Miss Oklahoma runner-up while he is there. Chandler comes home early to announce that he quit his job.",22290000.0,0.6304347826086957
9,11,1,9,2003,The One Where Rachel Goes Back to Work,Gary Halvorson,"Story by : Judd Rubin
Teleplay by : Peter Tibbals",22.0,"Chandler starts looking for a job and is anxious about having a baby, Rachel decides to go back to work, and Phoebe works as an extra on Joey's show.",23670000.0,0.6333333333333333
9,12,1,16,2003,The One with Phoebe's Rats,Ben Weiss,"Story by : Dana Klein Borkow
Teleplay by : Brian Buckner & Sebastian Jones",24.0,Ross makes Joey stay away from their new nanny. Mike accidentally kills Phoebe's rat. Gavin gives Rachel a scarf and a kiss for her birthday.,23660000.0,0.6565217391304348
9,13,1,30,2003,The One Where Monica Sings,Gary Halvorson,"Story by : Sherry Bilsing-Graham & Ellen Plummer
Teleplay by : Steven Rosenhaus",22.0,A night at Mike's piano bar gives Monica a very showy moment in the spotlight; Chandler employs his secret skill to repair Joey's botched eyebrow-waxing job.,25820000.0,0.652
9,14,2,6,2003,The One with the Blind Date,Gary Halvorson,Sherry Bilsing-Graham & Ellen Plummer,24.0,Phoebe and Joey purposely set Ross and Rachel up on bad dates in the hopes they'll get back together. Monica and Chandler babysit Emma.,23370000.0,0.6681818181818181
9,15,2,13,2003,The One with the Mugging,Gary Halvorson,Peter Tibbals,24.0,"Joey gets a part in a stage-play in a painful way. Ross and Phoebe are mugged outside Central Perk, Phoebe realizes that she mugged Ross 18 years ago. Chandler starts his new career as advertising writer.",20850000.0,0.6428571428571429
9,16,2,20,2003,The One with the Boob Job,Gary Halvorson,Mark Kunerth,27.0,"When Monica and Chandler both ask Joey for money not wanting the other to know why they are asking for it, Chandler sees that Joey gave money to Monica. Joey makes up that Monica is getting a boob job. Phoebe asks Mike to move in with her, but decides not to when she and Mike argue about their future. Rachel attempts to baby-proof the apartment, but makes Joey go insane when he can't open anything.",19520000.0,0.6736842105263158
9,17,3,13,2003,The One with the Memorial Service,Gary Halvorson,"Story by : Robert Carlock
Teleplay by : Brian Buckner & Sebastian Jones",26.0,"When Chandler and Ross joke around on their college website, Ross is accused of being dead which leads to the fact that he was not popular in college. Joey is not willing to give his favorite stuffed animal, Hugsy, to Emma. Monica helps Phoebe not call Mike.",21000000.0,0.6428571428571429
9,18,4,3,2003,The One with the Lottery,Gary Halvorson,"Story by : Brian Buckner & Sebastian Jones
Teleplay by : Sherry Bilsing-Graham & Ellen Plummer",23.0,"Hoping to win a huge jackpot, the friends pool their money and buy dozens of lottery tickets. However, they bicker over how to spend the fortune if they win, and Monica irritates everyone else by buying tickets just for her and Chandler.",20790000.0,0.6190476190476191
9,19,4,17,2003,The One with Rachel's Dream,Terry Hughes,"Story by : Dana Klein Borkow
Teleplay by : Mark Kunerth",22.0,"Joey is insecure now his Days of Our Lives character Dr. Drake Ramore is getting real dialog, so he asks Rachel to come along to the set, which she loves enough to get romantic dreams, but about Drake, Joey or both? Monica's fancy restaurant Javu is doing great, so she's flat out, too badly to accept joining Chandler on a surprise trip he booked to Vermont. When Phoebe comes sing her gross songs outside Javu, Monica tries to tell her nicely it's inappropriate, lacking style, but Phoebe just gets fancier dress; once told the truth, she starts a nasty row... Meanwhile Chandler couldn't get a refund, so he takes Ross along, who gets high on maple candy and shows Chandler how to take revenge when they are told no reservation was booked and must take a $600 suite, technically without stealing, by stocking up on absurdly greedy quantities of everything hotels supply guests, worse then even Monica ever did...",18250000.0,0.5714285714285714
9,20,4,24,2003,The One with the Soap Opera Party,Sheldon Epps,"Story by : Shana Goldberg-Meehan
Teleplay by : Andrew Reich & Ted Cohen",22.0,Joey throws a cast party on the roof of his building where he ends up making out with an attractive professor that Ross had a crush on.,20710000.0,0.5956521739130435
9,21,5,1,2003,The One with the Fertility Test,Gary Halvorson,"Story by : Scott Silveri
Teleplay by : Robert Carlock",22.0,"Still unable to conceive, Monica and Chandler decide to get tests done at a fertility clinic, where they run into Chandler's favorite ex, Janice. Rachel receives a gift certificate for a free massage at a chain massage center. Phoebe chastises Rachel for even thinking about going to a massage chain, which she feels takes away business from independent massage therapists like herself; however, Phoebe actually works at this specific massage chain. Rachel says she won't go and even tears up the gift certificate, but she later tapes it back together, goes for her free massage, and gets Phoebe as her masseuse. Joey and Charlie's relationship progresses, Joey confides in Ross that Charlie might be too smart for him. As Charlie wants to go to the ""Met"" (not to see ""The Mets"" as Joey originally assumes), Ross coaches Joey on the museum's layout and certain paintings on a planned route through the museum.",19030000.0,0.6095238095238096
9,22,5,8,2003,The One with the Donor,Ben Weiss,Andrew Reich & Ted Cohen,22.0,"When Joey hears that his girlfriend Charlie is an insecure shopper, he volunteers expert Rachel, who dreads being alone with her, so she makes sure Phoebe comes along, by saying she needs a dazzling outfit for the party she's going to just to save face as her ex Mike is coming too. Gynecologist Dr. Connelly tells Chandler and Monica they should keep trying the natural way, but realistically consider a surrogate mother -a nightmare for Monica- or donor sperm insemination, so Chandler invites his 'perfectly eligible' colleague Zach for dinner; they scare him with endless health and genealogy questions, yet Monica has another objection... Ross hopes to be the key note speaker at a paleontology convention on Barbados thanks to his spectacular theory, but it makes professor Sherman, who can get it for him, literally fall asleep. After embarrassing misunderstandings in the shop, Phoebe bumps into David, who is back from Minsk, for good...",19550000.0,0.6095238095238096
9,24,5,15,2003,The One in Barbados,Kevin S. Bright,Shana Goldberg-Meehan & Scott SilveriMarta Kauffman & David Crane,44.0,"Chandler gives advice to David, but that makes David want to propose to Phoebe. Although Phoebe is still in love with Mike. Monica calls Mike who shows up there right in the middle of David's proposal. Mike proposes instead. Phoebe gets back together with Mike, but doesn't accept his proposal. Monica's hair gets all poofy after getting off the plane. Charlie and Ross enjoy themselves when rewriting Ross's speech. Rachel keeps changing her mind on when to tell Joey that she has feelings for him. To the other friends' fury, it keeps raining except during Ross's speech, which to their amazement is a big hit with the paleontologists. Joey's scientific ignorance decides Charlie to turn her favor to Ross, then they must flee the other academics who intend by tradition to throw the key note-speaker into the pool. Chandler and Phoebe knew better, but Mike accepts to play table tennis against ever-obsessive fluffy monster Monica; when she gets injured, Chandler jumps in and crushes Mike. Rachel can't hide her feelings for Joey anymore, so when he sees Ross and Charlie kiss...",25460000.0,0.6153846153846154
10,1,9,25,2003,The One After Joey & Rachel Kiss,Kevin S. Bright,Andrew Reich & Ted Cohen,22.0,Joey and Ross both attempt to come clean to each other that they're dating Rachel and Charlie. Phoebe finds out Mike has another girlfriend.,24540000.0,0.624
10,2,10,2,2003,The One Where Ross Is Fine,Ben Weiss,Sherry Bilsing-Graham & Ellen Plummer,22.0,Rachel and Joey fear for Ross's state of mind after he finds out about their relationship. Chandler and Monica visit some friends of Phoebe to get advice on adoption. Frank and the triplets come to visit.,22380000.0,0.6291666666666667
10,3,10,9,2003,The One with Ross's Tan,Gary Halvorson,Brian Buckner,22.0,Ross goes to a tanning salon but fails to follow the 'simple' instructions. Joey and Rachel struggle to make the transition from friends to lovers. Monica and Phoebe try to avoid an annoying woman that used to live in their building.,21870000.0,0.6363636363636364
10,4,10,23,2003,The One with the Cake,Gary Halvorson,Robert Carlock,22.0,"On Emma's first birthday, Ross and Rachel convince everyone to delay their plans so they can attend her party, however plans go awry when Emma's birthday cake is revealed.",18770000.0,0.62
10,5,10,30,2003,The One Where Rachel's Sister Baby-Sits,Roger Christiansen,Dana Klein Borkow,22.0,Rachel's sister Amy comes to visit and moves in with her and Joey. Phoebe constantly and accidentally ruins Mike's proposals. Joey struggles to write a letter of recommendation for Monica and Chandler's adoption agency.,19370000.0,0.6190476190476191
10,6,11,6,2003,The One with Ross's Grant,Ben Weiss,Sebastian Jones,22.0,Ross applies for a paleontology grant and finds out Charlie's ex-boyfriend reviews the applications. Monica and Rachel fight over who has to take Phoebe's ugly painting.,20380000.0,0.6380952380952382
10,7,11,13,2003,The One with the Home Study,Kevin S. Bright,Mark Kunerth,22.0,Monica and Chandler nervously prepare for a visit from an adoption worker. Phoebe and Mike keep changing their minds about donating their wedding money to charity. Ross fights Rachel's fear of swings.,20210000.0,0.6285714285714286
10,8,11,20,2003,The One with the Late Thanksgiving,Gary Halvorson,Shana Goldberg-Meehan,22.0,"Joey, Ross, Rachel and Phoebe convince Monica and Chandler to host Thanksgiving, however the four of them end up arriving to dinner an hour late.",20660000.0,0.6380952380952382
10,9,1,8,2004,The One with the Birth Mother,David Schwimmer,Scott Silveri,22.0,"Nervous and excited, Monica and Chandler travel to Ohio to meet a young pregnant woman, Erica Simmons, who is considering allowing them to adopt her child when it's born.",25490000.0,0.6541666666666667
10,10,1,15,2004,The One Where Chandler Gets Caught,Gary Halvorson,Doty Abrams,22.0,"Chandler and Monica have decided they want to raise their offspring in a suburban house and even find a perfect one in Westchester. Rachel and Phoebe see Chandler enter a car with his realtor, Nancy, and think he's cheating on Monica. After that misunderstanding is cleared, the other Friends are shocked the couple wants to leave Manhattan, and everybody starts reminiscing about living in New York as a gang, until Nancy calls about their bid on the house.",26680000.0,0.6384615384615385
10,11,2,5,2004,The One Where the Stripper Cries,Kevin S. Bright,David Crane & Marta Kauffman,22.0,Old secrets come to light when Ross and Chandler attend a college reunion. Monica and Rachel throw Phoebe a bachelorette party. Joey appears as a celebrity partner on a game show.,24910000.0,0.6666666666666666
10,12,2,12,2004,The One with Phoebe's Wedding,Kevin S. Bright,Robert Carlock & Dana Klein Borkow,22.0,Chaos ensues as Phoebe and Mike prepare to get married.,25900000.0,0.652
